medida;tiempo;canal;id;valor
voltageReceiver1;18/04/2025 7:42;a;7;18
voltageReceiver2;18/04/2025 7:42;a;7;1612
status;18/04/2025 7:42;ALL;7;1
voltageReceiver1;18/04/2025 7:42;b;7;1765
voltageReceiver2;18/04/2025 7:42;b;7;1635
status;18/04/2025 7:43;ALL;7;1
voltageReceiver1;18/04/2025 7:43;a;7;1788
voltageReceiver2;18/04/2025 7:43;a;7;1612
status;18/04/2025 7:43;ALL;7;1
voltageReceiver1;18/04/2025 7:43;b;7;1741
voltageReceiver2;18/04/2025 7:43;b;7;1635
status;18/04/2025 7:43;ALL;7;1
voltageReceiver1;18/04/2025 7:43;a;7;1788
voltageReceiver2;18/04/2025 7:43;a;7;1612
status;18/04/2025 7:43;ALL;7;1
voltageReceiver1;18/04/2025 7:43;b;7;1765
voltageReceiver2;18/04/2025 7:43;b;7;1635
status;18/04/2025 7:44;ALL;7;1
voltageReceiver1;18/04/2025 7:44;a;7;1788
voltageReceiver2;18/04/2025 7:44;a;7;1612
status;18/04/2025 7:44;ALL;7;1
voltageReceiver1;18/04/2025 7:44;b;7;1741
voltageReceiver2;18/04/2025 7:44;b;7;1635
status;18/04/2025 7:44;ALL;7;1
voltageReceiver1;18/04/2025 7:44;a;7;18
voltageReceiver2;18/04/2025 7:44;a;7;1612
status;18/04/2025 7:44;ALL;7;1
voltageReceiver1;18/04/2025 7:44;b;7;1753
voltageReceiver2;18/04/2025 7:44;b;7;1635
status;18/04/2025 7:45;ALL;7;1
voltageReceiver1;18/04/2025 7:45;a;7;1788
voltageReceiver2;18/04/2025 7:45;a;7;1612
status;18/04/2025 7:45;ALL;7;1
voltageReceiver1;18/04/2025 7:45;b;7;1718
voltageReceiver2;18/04/2025 7:45;b;7;1635
status;18/04/2025 7:45;ALL;7;1
voltageReceiver1;18/04/2025 7:45;a;7;1788
voltageReceiver2;18/04/2025 7:45;a;7;1612
status;18/04/2025 7:45;ALL;7;1
voltageReceiver1;18/04/2025 7:45;b;7;1729
voltageReceiver2;18/04/2025 7:45;b;7;1635
status;18/04/2025 7:46;ALL;7;1
voltageReceiver1;18/04/2025 7:46;a;7;1776
voltageReceiver2;18/04/2025 7:46;a;7;1612
status;18/04/2025 7:46;ALL;7;1
voltageReceiver1;18/04/2025 7:46;b;7;1729
voltageReceiver2;18/04/2025 7:46;b;7;1635
status;18/04/2025 7:46;ALL;7;1
voltageReceiver1;18/04/2025 7:46;a;7;1788
voltageReceiver2;18/04/2025 7:46;a;7;1612
status;18/04/2025 7:46;ALL;7;1
voltageReceiver1;18/04/2025 7:46;b;7;1729
voltageReceiver2;18/04/2025 7:46;b;7;1635
status;18/04/2025 7:47;ALL;7;1
voltageReceiver1;18/04/2025 7:47;a;7;1776
voltageReceiver2;18/04/2025 7:47;a;7;1612
status;18/04/2025 7:47;ALL;7;1
voltageReceiver1;18/04/2025 7:47;b;7;1729
voltageReceiver2;18/04/2025 7:47;b;7;1635
status;18/04/2025 7:47;ALL;7;1
voltageReceiver1;18/04/2025 7:47;a;7;1776
voltageReceiver2;18/04/2025 7:47;a;7;16
status;18/04/2025 7:47;ALL;7;1
voltageReceiver1;18/04/2025 7:47;b;7;1729
voltageReceiver2;18/04/2025 7:47;b;7;1635
status;18/04/2025 7:48;ALL;7;1
voltageReceiver1;18/04/2025 7:48;a;7;1776
voltageReceiver2;18/04/2025 7:48;a;7;1612
status;18/04/2025 7:48;ALL;7;1
voltageReceiver1;18/04/2025 7:48;b;7;1729
voltageReceiver2;18/04/2025 7:48;b;7;1635
status;18/04/2025 7:48;ALL;7;1
voltageReceiver1;18/04/2025 7:48;a;7;1776
voltageReceiver2;18/04/2025 7:48;a;7;1612
status;18/04/2025 7:48;ALL;7;1
voltageReceiver1;18/04/2025 7:48;b;7;1729
voltageReceiver2;18/04/2025 7:48;b;7;1635
status;18/04/2025 7:49;ALL;7;1
voltageReceiver1;18/04/2025 7:49;a;7;1788
voltageReceiver2;18/04/2025 7:49;a;7;16
status;18/04/2025 7:49;ALL;7;1
voltageReceiver1;18/04/2025 7:49;b;7;1741
voltageReceiver2;18/04/2025 7:49;b;7;1635
status;18/04/2025 7:49;ALL;7;1
voltageReceiver1;18/04/2025 7:49;a;7;1776
voltageReceiver2;18/04/2025 7:49;a;7;16
status;18/04/2025 7:49;ALL;7;1
voltageReceiver1;18/04/2025 7:49;b;7;1741
voltageReceiver2;18/04/2025 7:49;b;7;1635
status;18/04/2025 7:50;ALL;7;1
voltageReceiver1;18/04/2025 7:50;a;7;1776
voltageReceiver2;18/04/2025 7:50;a;7;1612
status;18/04/2025 7:50;ALL;7;1
voltageReceiver1;18/04/2025 7:50;b;7;1729
voltageReceiver2;18/04/2025 7:50;b;7;1635
status;18/04/2025 7:50;ALL;7;1
voltageReceiver1;18/04/2025 7:50;a;7;1776
voltageReceiver2;18/04/2025 7:50;a;7;1612
status;18/04/2025 7:50;ALL;7;1
voltageReceiver1;18/04/2025 7:50;b;7;1729
voltageReceiver2;18/04/2025 7:50;b;7;1635
status;18/04/2025 7:51;ALL;7;1
voltageReceiver1;18/04/2025 7:51;a;7;1788
voltageReceiver2;18/04/2025 7:51;a;7;1612
status;18/04/2025 7:51;ALL;7;1
voltageReceiver1;18/04/2025 7:51;b;7;1741
voltageReceiver2;18/04/2025 7:51;b;7;1635
status;18/04/2025 7:51;ALL;7;1
voltageReceiver1;18/04/2025 7:51;a;7;1776
voltageReceiver2;18/04/2025 7:51;a;7;1612
status;18/04/2025 7:51;ALL;7;1
voltageReceiver1;18/04/2025 7:51;b;7;1741
voltageReceiver2;18/04/2025 7:51;b;7;1635
status;18/04/2025 7:52;ALL;7;1
voltageReceiver1;18/04/2025 7:52;a;7;18
voltageReceiver2;18/04/2025 7:52;a;7;1612
status;18/04/2025 7:52;ALL;7;1
voltageReceiver1;18/04/2025 7:52;b;7;1741
voltageReceiver2;18/04/2025 7:52;b;7;1635
status;18/04/2025 7:52;ALL;7;1
voltageReceiver1;18/04/2025 7:52;a;7;1788
voltageReceiver2;18/04/2025 7:52;a;7;1612
status;18/04/2025 7:52;ALL;7;1
voltageReceiver1;18/04/2025 7:52;b;7;1741
voltageReceiver2;18/04/2025 7:52;b;7;1635
status;18/04/2025 7:53;ALL;7;1
voltageReceiver1;18/04/2025 7:53;a;7;18
voltageReceiver2;18/04/2025 7:53;a;7;1612
status;18/04/2025 7:53;ALL;7;1
voltageReceiver1;18/04/2025 7:53;b;7;1753
voltageReceiver2;18/04/2025 7:53;b;7;1635
status;18/04/2025 7:53;ALL;7;1
voltageReceiver1;18/04/2025 7:53;a;7;1788
voltageReceiver2;18/04/2025 7:53;a;7;1612
status;18/04/2025 7:53;ALL;7;1
voltageReceiver1;18/04/2025 7:53;b;7;1741
voltageReceiver2;18/04/2025 7:53;b;7;1635
status;18/04/2025 7:54;ALL;7;1
voltageReceiver1;18/04/2025 7:54;a;7;1812
voltageReceiver2;18/04/2025 7:54;a;7;1612
status;18/04/2025 7:54;ALL;7;1
voltageReceiver1;18/04/2025 7:54;b;7;1753
voltageReceiver2;18/04/2025 7:54;b;7;1635
status;18/04/2025 7:54;ALL;7;1
voltageReceiver1;18/04/2025 7:54;a;7;18
voltageReceiver2;18/04/2025 7:54;a;7;1612
status;18/04/2025 7:54;ALL;7;1
voltageReceiver1;18/04/2025 7:54;b;7;1753
voltageReceiver2;18/04/2025 7:54;b;7;1635
status;18/04/2025 7:55;ALL;7;1
voltageReceiver1;18/04/2025 7:55;a;7;18
voltageReceiver2;18/04/2025 7:55;a;7;1612
status;18/04/2025 7:55;ALL;7;1
voltageReceiver1;18/04/2025 7:55;b;7;1741
voltageReceiver2;18/04/2025 7:55;b;7;1635
status;18/04/2025 7:55;ALL;7;1
voltageReceiver1;18/04/2025 7:55;a;7;18
voltageReceiver2;18/04/2025 7:55;a;7;1612
status;18/04/2025 7:55;ALL;7;1
voltageReceiver1;18/04/2025 7:55;b;7;1741
voltageReceiver2;18/04/2025 7:55;b;7;1635
status;18/04/2025 7:56;ALL;7;1
voltageReceiver1;18/04/2025 7:56;a;7;1788
voltageReceiver2;18/04/2025 7:56;a;7;1612
status;18/04/2025 7:56;ALL;7;1
voltageReceiver1;18/04/2025 7:56;b;7;1741
voltageReceiver2;18/04/2025 7:56;b;7;1635
status;18/04/2025 7:56;ALL;7;1
voltageReceiver1;18/04/2025 7:56;a;7;18
voltageReceiver2;18/04/2025 7:56;a;7;1612
status;18/04/2025 7:56;ALL;7;1
voltageReceiver1;18/04/2025 7:56;b;7;1753
voltageReceiver2;18/04/2025 7:56;b;7;1635
status;18/04/2025 7:57;ALL;7;1
voltageReceiver1;18/04/2025 7:57;a;7;1776
voltageReceiver2;18/04/2025 7:57;a;7;1612
status;18/04/2025 7:57;ALL;7;1
voltageReceiver1;18/04/2025 7:57;b;7;1729
voltageReceiver2;18/04/2025 7:57;b;7;1635
status;18/04/2025 7:57;ALL;7;1
voltageReceiver1;18/04/2025 7:57;a;7;1788
voltageReceiver2;18/04/2025 7:57;a;7;1612
status;18/04/2025 7:57;ALL;7;1
voltageReceiver1;18/04/2025 7:57;b;7;1741
voltageReceiver2;18/04/2025 7:57;b;7;1635
status;18/04/2025 7:58;ALL;7;1
voltageReceiver1;18/04/2025 7:58;a;7;1765
voltageReceiver2;18/04/2025 7:58;a;7;1612
status;18/04/2025 7:58;ALL;7;1
voltageReceiver1;18/04/2025 7:58;b;7;1718
voltageReceiver2;18/04/2025 7:58;b;7;1635
status;18/04/2025 7:58;ALL;7;1
voltageReceiver1;18/04/2025 7:58;a;7;1776
voltageReceiver2;18/04/2025 7:58;a;7;1612
status;18/04/2025 7:58;ALL;7;1
voltageReceiver1;18/04/2025 7:58;b;7;1729
voltageReceiver2;18/04/2025 7:58;b;7;1635
status;18/04/2025 7:59;ALL;7;1
voltageReceiver1;18/04/2025 7:59;a;7;1765
voltageReceiver2;18/04/2025 7:59;a;7;16
status;18/04/2025 7:59;ALL;7;1
voltageReceiver1;18/04/2025 7:59;b;7;1718
voltageReceiver2;18/04/2025 7:59;b;7;1624
status;18/04/2025 7:59;ALL;7;1
voltageReceiver1;18/04/2025 7:59;a;7;1776
voltageReceiver2;18/04/2025 7:59;a;7;16
status;18/04/2025 7:59;ALL;7;1
voltageReceiver1;18/04/2025 7:59;b;7;1729
voltageReceiver2;18/04/2025 7:59;b;7;1624
status;18/04/2025 8:00;ALL;7;1
voltageReceiver1;18/04/2025 8:00;a;7;1765
voltageReceiver2;18/04/2025 8:00;a;7;1612
status;18/04/2025 8:00;ALL;7;1
voltageReceiver1;18/04/2025 8:00;b;7;1718
voltageReceiver2;18/04/2025 8:00;b;7;1635
status;18/04/2025 8:00;ALL;7;1
voltageReceiver1;18/04/2025 8:00;a;7;1765
voltageReceiver2;18/04/2025 8:00;a;7;1612
status;18/04/2025 8:00;ALL;7;1
voltageReceiver1;18/04/2025 8:00;b;7;1718
voltageReceiver2;18/04/2025 8:00;b;7;1635
status;18/04/2025 8:01;ALL;7;1
voltageReceiver1;18/04/2025 8:01;a;7;1776
voltageReceiver2;18/04/2025 8:01;a;7;16
status;18/04/2025 8:01;ALL;7;1
voltageReceiver1;18/04/2025 8:01;b;7;1729
voltageReceiver2;18/04/2025 8:01;b;7;1624
status;18/04/2025 8:01;ALL;7;1
voltageReceiver1;18/04/2025 8:01;a;7;1776
voltageReceiver2;18/04/2025 8:01;a;7;16
status;18/04/2025 8:01;ALL;7;1
voltageReceiver1;18/04/2025 8:01;b;7;1718
voltageReceiver2;18/04/2025 8:01;b;7;1624
status;18/04/2025 8:02;ALL;7;1
voltageReceiver1;18/04/2025 8:02;a;7;1776
voltageReceiver2;18/04/2025 8:02;a;7;1612
status;18/04/2025 8:02;ALL;7;1
voltageReceiver1;18/04/2025 8:02;b;7;1741
voltageReceiver2;18/04/2025 8:02;b;7;1624
status;18/04/2025 8:02;ALL;7;1
voltageReceiver1;18/04/2025 8:02;a;7;1776
voltageReceiver2;18/04/2025 8:02;a;7;1612
status;18/04/2025 8:02;ALL;7;1
voltageReceiver1;18/04/2025 8:02;b;7;1729
voltageReceiver2;18/04/2025 8:02;b;7;1624
status;18/04/2025 8:03;ALL;7;1
voltageReceiver1;18/04/2025 8:03;a;7;1776
voltageReceiver2;18/04/2025 8:03;a;7;1612
status;18/04/2025 8:03;ALL;7;1
voltageReceiver1;18/04/2025 8:03;b;7;1741
voltageReceiver2;18/04/2025 8:03;b;7;1635
status;18/04/2025 8:03;ALL;7;1
voltageReceiver1;18/04/2025 8:03;a;7;1776
voltageReceiver2;18/04/2025 8:03;a;7;1612
status;18/04/2025 8:03;ALL;7;1
voltageReceiver1;18/04/2025 8:03;b;7;1729
voltageReceiver2;18/04/2025 8:03;b;7;1635
status;18/04/2025 8:04;ALL;7;1
voltageReceiver1;18/04/2025 8:04;a;7;1788
voltageReceiver2;18/04/2025 8:04;a;7;16
status;18/04/2025 8:04;ALL;7;1
voltageReceiver1;18/04/2025 8:04;b;7;1753
voltageReceiver2;18/04/2025 8:04;b;7;1624
status;18/04/2025 8:04;ALL;7;1
voltageReceiver1;18/04/2025 8:04;a;7;1788
voltageReceiver2;18/04/2025 8:04;a;7;1612
status;18/04/2025 8:04;ALL;7;1
voltageReceiver1;18/04/2025 8:04;b;7;1741
voltageReceiver2;18/04/2025 8:04;b;7;1624
status;18/04/2025 8:05;ALL;7;1
voltageReceiver1;18/04/2025 8:05;a;7;1776
voltageReceiver2;18/04/2025 8:05;a;7;1612
status;18/04/2025 8:05;ALL;7;1
voltageReceiver1;18/04/2025 8:05;b;7;1753
voltageReceiver2;18/04/2025 8:05;b;7;1635
status;18/04/2025 8:05;ALL;7;1
voltageReceiver1;18/04/2025 8:05;a;7;1776
voltageReceiver2;18/04/2025 8:05;a;7;1612
status;18/04/2025 8:05;ALL;7;1
voltageReceiver1;18/04/2025 8:05;b;7;1741
voltageReceiver2;18/04/2025 8:05;b;7;1635
status;18/04/2025 8:06;ALL;7;1
voltageReceiver1;18/04/2025 8:06;a;7;1776
voltageReceiver2;18/04/2025 8:06;a;7;1612
status;18/04/2025 8:06;ALL;7;1
voltageReceiver1;18/04/2025 8:06;b;7;1753
voltageReceiver2;18/04/2025 8:06;b;7;1635
status;18/04/2025 8:06;ALL;7;1
voltageReceiver1;18/04/2025 8:06;a;7;1788
voltageReceiver2;18/04/2025 8:06;a;7;1612
status;18/04/2025 8:06;ALL;7;1
voltageReceiver1;18/04/2025 8:06;b;7;1753
voltageReceiver2;18/04/2025 8:06;b;7;1635
status;18/04/2025 8:07;ALL;7;1
voltageReceiver1;18/04/2025 8:07;a;7;1776
voltageReceiver2;18/04/2025 8:07;a;7;1612
status;18/04/2025 8:07;ALL;7;1
voltageReceiver1;18/04/2025 8:07;b;7;1753
voltageReceiver2;18/04/2025 8:07;b;7;1635
status;18/04/2025 8:07;ALL;7;1
voltageReceiver1;18/04/2025 8:07;a;7;1788
voltageReceiver2;18/04/2025 8:07;a;7;1612
status;18/04/2025 8:07;ALL;7;1
voltageReceiver1;18/04/2025 8:07;b;7;1753
voltageReceiver2;18/04/2025 8:07;b;7;1635
status;18/04/2025 8:08;ALL;7;1
voltageReceiver1;18/04/2025 8:08;a;7;1776
voltageReceiver2;18/04/2025 8:08;a;7;1612
status;18/04/2025 8:08;ALL;7;1
voltageReceiver1;18/04/2025 8:08;b;7;1741
voltageReceiver2;18/04/2025 8:08;b;7;1635
status;18/04/2025 8:08;ALL;7;1
voltageReceiver1;18/04/2025 8:08;a;7;1776
voltageReceiver2;18/04/2025 8:08;a;7;1612
status;18/04/2025 8:08;ALL;7;1
voltageReceiver1;18/04/2025 8:08;b;7;1741
voltageReceiver2;18/04/2025 8:08;b;7;1635
status;18/04/2025 8:09;ALL;7;1
voltageReceiver1;18/04/2025 8:09;a;7;1776
voltageReceiver2;18/04/2025 8:09;a;7;16
status;18/04/2025 8:09;ALL;7;1
voltageReceiver1;18/04/2025 8:09;b;7;1741
voltageReceiver2;18/04/2025 8:09;b;7;1624
status;18/04/2025 8:09;ALL;7;1
voltageReceiver1;18/04/2025 8:09;a;7;1776
voltageReceiver2;18/04/2025 8:09;a;7;1612
status;18/04/2025 8:09;ALL;7;1
voltageReceiver1;18/04/2025 8:09;b;7;1741
voltageReceiver2;18/04/2025 8:09;b;7;1624
status;18/04/2025 8:10;ALL;7;1
voltageReceiver1;18/04/2025 8:10;a;7;1765
voltageReceiver2;18/04/2025 8:10;a;7;1612
status;18/04/2025 8:10;ALL;7;1
voltageReceiver1;18/04/2025 8:10;b;7;1729
voltageReceiver2;18/04/2025 8:10;b;7;1635
status;18/04/2025 8:10;ALL;7;1
voltageReceiver1;18/04/2025 8:10;a;7;1765
voltageReceiver2;18/04/2025 8:10;a;7;1612
status;18/04/2025 8:10;ALL;7;1
voltageReceiver1;18/04/2025 8:10;b;7;1729
voltageReceiver2;18/04/2025 8:10;b;7;1635
status;18/04/2025 8:11;ALL;7;1
voltageReceiver1;18/04/2025 8:11;a;7;1765
voltageReceiver2;18/04/2025 8:11;a;7;1612
status;18/04/2025 8:11;ALL;7;1
voltageReceiver1;18/04/2025 8:11;b;7;1729
voltageReceiver2;18/04/2025 8:11;b;7;1624
status;18/04/2025 8:11;ALL;7;1
voltageReceiver1;18/04/2025 8:11;a;7;1765
voltageReceiver2;18/04/2025 8:11;a;7;1612
status;18/04/2025 8:11;ALL;7;1
voltageReceiver1;18/04/2025 8:11;b;7;1729
voltageReceiver2;18/04/2025 8:11;b;7;1635
status;18/04/2025 8:12;ALL;7;1
voltageReceiver1;18/04/2025 8:12;a;7;1765
voltageReceiver2;18/04/2025 8:12;a;7;1612
status;18/04/2025 8:12;ALL;7;1
voltageReceiver1;18/04/2025 8:12;b;7;1729
voltageReceiver2;18/04/2025 8:12;b;7;1624
status;18/04/2025 8:12;ALL;7;1
voltageReceiver1;18/04/2025 8:12;a;7;1765
voltageReceiver2;18/04/2025 8:12;a;7;16
status;18/04/2025 8:12;ALL;7;1
voltageReceiver1;18/04/2025 8:12;b;7;1729
voltageReceiver2;18/04/2025 8:12;b;7;1624
status;18/04/2025 8:13;ALL;7;1
voltageReceiver1;18/04/2025 8:13;a;7;1765
voltageReceiver2;18/04/2025 8:13;a;7;1612
status;18/04/2025 8:13;ALL;7;1
voltageReceiver1;18/04/2025 8:13;b;7;1729
voltageReceiver2;18/04/2025 8:13;b;7;1635
status;18/04/2025 8:13;ALL;7;1
voltageReceiver1;18/04/2025 8:13;a;7;1765
voltageReceiver2;18/04/2025 8:13;a;7;1612
status;18/04/2025 8:13;ALL;7;1
voltageReceiver1;18/04/2025 8:13;b;7;1729
voltageReceiver2;18/04/2025 8:13;b;7;1635
status;18/04/2025 8:14;ALL;7;1
voltageReceiver1;18/04/2025 8:14;a;7;1776
voltageReceiver2;18/04/2025 8:14;a;7;16
status;18/04/2025 8:14;ALL;7;1
voltageReceiver1;18/04/2025 8:14;b;7;1741
voltageReceiver2;18/04/2025 8:14;b;7;1624
status;18/04/2025 8:14;ALL;7;1
voltageReceiver1;18/04/2025 8:14;a;7;1765
voltageReceiver2;18/04/2025 8:14;a;7;16
status;18/04/2025 8:14;ALL;7;1
voltageReceiver1;18/04/2025 8:14;b;7;1741
voltageReceiver2;18/04/2025 8:14;b;7;1624
status;18/04/2025 8:15;ALL;7;1
voltageReceiver1;18/04/2025 8:15;a;7;1788
voltageReceiver2;18/04/2025 8:15;a;7;1612
status;18/04/2025 8:15;ALL;7;1
voltageReceiver1;18/04/2025 8:15;b;7;1729
voltageReceiver2;18/04/2025 8:15;b;7;1635
status;18/04/2025 8:15;ALL;7;1
voltageReceiver1;18/04/2025 8:15;a;7;1776
voltageReceiver2;18/04/2025 8:15;a;7;1612
status;18/04/2025 8:15;ALL;7;1
voltageReceiver1;18/04/2025 8:15;b;7;1729
voltageReceiver2;18/04/2025 8:15;b;7;1635
status;18/04/2025 8:16;ALL;7;1
voltageReceiver1;18/04/2025 8:16;a;7;1788
voltageReceiver2;18/04/2025 8:16;a;7;1612
status;18/04/2025 8:16;ALL;7;1
voltageReceiver1;18/04/2025 8:16;b;7;1741
voltageReceiver2;18/04/2025 8:16;b;7;1624
status;18/04/2025 8:16;ALL;7;1
voltageReceiver1;18/04/2025 8:16;a;7;1776
voltageReceiver2;18/04/2025 8:16;a;7;1612
status;18/04/2025 8:16;ALL;7;1
voltageReceiver1;18/04/2025 8:16;b;7;1741
voltageReceiver2;18/04/2025 8:16;b;7;1624
status;18/04/2025 8:17;ALL;7;1
voltageReceiver1;18/04/2025 8:17;a;7;1788
voltageReceiver2;18/04/2025 8:17;a;7;1612
status;18/04/2025 8:17;ALL;7;1
voltageReceiver1;18/04/2025 8:17;b;7;1741
voltageReceiver2;18/04/2025 8:17;b;7;1635
status;18/04/2025 8:17;ALL;7;1
voltageReceiver1;18/04/2025 8:17;a;7;1788
voltageReceiver2;18/04/2025 8:17;a;7;1612
status;18/04/2025 8:17;ALL;7;1
voltageReceiver1;18/04/2025 8:17;b;7;1741
voltageReceiver2;18/04/2025 8:17;b;7;1624
status;18/04/2025 8:18;ALL;7;1
voltageReceiver1;18/04/2025 8:18;a;7;1788
voltageReceiver2;18/04/2025 8:18;a;7;1612
status;18/04/2025 8:18;ALL;7;1
voltageReceiver1;18/04/2025 8:18;b;7;1741
voltageReceiver2;18/04/2025 8:18;b;7;1635
status;18/04/2025 8:18;ALL;7;1
voltageReceiver1;18/04/2025 8:18;a;7;1788
voltageReceiver2;18/04/2025 8:18;a;7;1612
status;18/04/2025 8:18;ALL;7;1
voltageReceiver1;18/04/2025 8:18;b;7;1741
voltageReceiver2;18/04/2025 8:18;b;7;1635
status;18/04/2025 8:19;ALL;7;1
voltageReceiver1;18/04/2025 8:19;a;7;1788
voltageReceiver2;18/04/2025 8:19;a;7;1612
status;18/04/2025 8:19;ALL;7;1
voltageReceiver1;18/04/2025 8:19;b;7;1741
voltageReceiver2;18/04/2025 8:19;b;7;1624
status;18/04/2025 8:19;ALL;7;1
voltageReceiver1;18/04/2025 8:19;a;7;1788
voltageReceiver2;18/04/2025 8:19;a;7;1612
status;18/04/2025 8:19;ALL;7;1
voltageReceiver1;18/04/2025 8:19;b;7;1753
voltageReceiver2;18/04/2025 8:19;b;7;1624
status;18/04/2025 8:20;ALL;7;1
voltageReceiver1;18/04/2025 8:20;a;7;1788
voltageReceiver2;18/04/2025 8:20;a;7;1612
status;18/04/2025 8:20;ALL;7;1
voltageReceiver1;18/04/2025 8:20;b;7;1729
voltageReceiver2;18/04/2025 8:20;b;7;1635
status;18/04/2025 8:20;ALL;7;1
voltageReceiver1;18/04/2025 8:20;a;7;1788
voltageReceiver2;18/04/2025 8:20;a;7;1612
status;18/04/2025 8:20;ALL;7;1
voltageReceiver1;18/04/2025 8:20;b;7;1741
voltageReceiver2;18/04/2025 8:20;b;7;1635
status;18/04/2025 8:21;ALL;7;1
voltageReceiver1;18/04/2025 8:21;a;7;1776
voltageReceiver2;18/04/2025 8:21;a;7;1612
status;18/04/2025 8:21;ALL;7;1
voltageReceiver1;18/04/2025 8:21;b;7;1729
voltageReceiver2;18/04/2025 8:21;b;7;1624
status;18/04/2025 8:21;ALL;7;1
voltageReceiver1;18/04/2025 8:21;a;7;1788
voltageReceiver2;18/04/2025 8:21;a;7;1612
status;18/04/2025 8:21;ALL;7;1
voltageReceiver1;18/04/2025 8:21;b;7;1729
voltageReceiver2;18/04/2025 8:21;b;7;1624
status;18/04/2025 8:22;ALL;7;1
voltageReceiver1;18/04/2025 8:22;a;7;1776
voltageReceiver2;18/04/2025 8:22;a;7;1612
status;18/04/2025 8:22;ALL;7;1
voltageReceiver1;18/04/2025 8:22;b;7;1718
voltageReceiver2;18/04/2025 8:22;b;7;1624
status;18/04/2025 8:22;ALL;7;1
voltageReceiver1;18/04/2025 8:22;a;7;1788
voltageReceiver2;18/04/2025 8:22;a;7;1612
status;18/04/2025 8:22;ALL;7;1
voltageReceiver1;18/04/2025 8:22;b;7;1718
voltageReceiver2;18/04/2025 8:22;b;7;1624
status;18/04/2025 8:23;ALL;7;1
voltageReceiver1;18/04/2025 8:23;a;7;1765
voltageReceiver2;18/04/2025 8:23;a;7;1612
status;18/04/2025 8:23;ALL;7;1
voltageReceiver1;18/04/2025 8:23;b;7;1706
voltageReceiver2;18/04/2025 8:23;b;7;1624
status;18/04/2025 8:23;ALL;7;1
voltageReceiver1;18/04/2025 8:23;a;7;1765
voltageReceiver2;18/04/2025 8:23;a;7;1612
status;18/04/2025 8:23;ALL;7;1
voltageReceiver1;18/04/2025 8:23;b;7;1706
voltageReceiver2;18/04/2025 8:23;b;7;1624
status;18/04/2025 8:24;ALL;7;1
voltageReceiver1;18/04/2025 8:24;a;7;1765
voltageReceiver2;18/04/2025 8:24;a;7;16
status;18/04/2025 8:24;ALL;7;1
voltageReceiver1;18/04/2025 8:24;b;7;1718
voltageReceiver2;18/04/2025 8:24;b;7;1624
status;18/04/2025 8:24;ALL;7;1
voltageReceiver1;18/04/2025 8:24;a;7;1765
voltageReceiver2;18/04/2025 8:24;a;7;1612
status;18/04/2025 8:24;ALL;7;1
voltageReceiver1;18/04/2025 8:24;b;7;1718
voltageReceiver2;18/04/2025 8:24;b;7;1624
status;18/04/2025 8:25;ALL;7;1
voltageReceiver1;18/04/2025 8:25;a;7;1765
voltageReceiver2;18/04/2025 8:25;a;7;1612
status;18/04/2025 8:25;ALL;7;1
voltageReceiver1;18/04/2025 8:25;b;7;1718
voltageReceiver2;18/04/2025 8:25;b;7;1635
status;18/04/2025 8:25;ALL;7;1
voltageReceiver1;18/04/2025 8:25;a;7;1765
voltageReceiver2;18/04/2025 8:25;a;7;1612
status;18/04/2025 8:25;ALL;7;1
voltageReceiver1;18/04/2025 8:25;b;7;1718
voltageReceiver2;18/04/2025 8:25;b;7;1624
status;18/04/2025 8:26;ALL;7;1
voltageReceiver1;18/04/2025 8:26;a;7;1765
voltageReceiver2;18/04/2025 8:26;a;7;1612
status;18/04/2025 8:26;ALL;7;1
voltageReceiver1;18/04/2025 8:26;b;7;1741
voltageReceiver2;18/04/2025 8:26;b;7;1624
status;18/04/2025 8:26;ALL;7;1
voltageReceiver1;18/04/2025 8:26;a;7;1765
voltageReceiver2;18/04/2025 8:26;a;7;1612
status;18/04/2025 8:26;ALL;7;1
voltageReceiver1;18/04/2025 8:26;b;7;1729
voltageReceiver2;18/04/2025 8:26;b;7;1624
status;18/04/2025 8:27;ALL;7;1
voltageReceiver1;18/04/2025 8:27;a;7;1776
voltageReceiver2;18/04/2025 8:27;a;7;1612
status;18/04/2025 8:27;ALL;7;1
voltageReceiver1;18/04/2025 8:27;b;7;1741
voltageReceiver2;18/04/2025 8:27;b;7;1635
status;18/04/2025 8:27;ALL;7;1
voltageReceiver1;18/04/2025 8:27;a;7;1765
voltageReceiver2;18/04/2025 8:27;a;7;1612
status;18/04/2025 8:27;ALL;7;1
voltageReceiver1;18/04/2025 8:27;b;7;1729
voltageReceiver2;18/04/2025 8:27;b;7;1624
status;18/04/2025 8:28;ALL;7;1
voltageReceiver1;18/04/2025 8:28;a;7;1776
voltageReceiver2;18/04/2025 8:28;a;7;1612
status;18/04/2025 8:28;ALL;7;1
voltageReceiver1;18/04/2025 8:28;b;7;1741
voltageReceiver2;18/04/2025 8:28;b;7;1635
status;18/04/2025 8:28;ALL;7;1
voltageReceiver1;18/04/2025 8:28;a;7;1776
voltageReceiver2;18/04/2025 8:28;a;7;1612
status;18/04/2025 8:28;ALL;7;1
voltageReceiver1;18/04/2025 8:28;b;7;1741
voltageReceiver2;18/04/2025 8:28;b;7;1635
status;18/04/2025 8:29;ALL;7;1
voltageReceiver1;18/04/2025 8:29;a;7;1776
voltageReceiver2;18/04/2025 8:29;a;7;1612
